year,Base case cost,Modeled water and wastewater efficiency
2017,16658.9237739,59563.3292558
2018,19105.4187091,61176.7613849
2019,22300.8140834,63285.5300244
2020,23936.4739667,64364.5754416
2021,25067.0175694,65109.9834392
2022,25977.8683124,65710.9441178
2023,26518.038016,66067.4202047
2024,26929.8205091,66339.5998103
2025,27523.5784116,66731.8385077
2026,28216.5689678,67189.4557402
2027,28773.9519318,67557.1150925
2028,29331.7087644,67925.0293494
2029,29660.7986229,68145.224933
2030,29791.5455318,68233.7423588
2031,30345.949157,68601.1150833
