year,annotation,Average Load
2003,,1281.0
2004,,1323.0
2005,,1343.0
2006,,1363.0
2007,,1388.0
2008,,1429.0
2009,,1423.0
2010,,1408.0
2011,,1458.0
2012,,1414.0
2013,,1422.0
2014,start of forecast,1428.0
2015,,1428.0
2016,,1426.0
2017,,1424.0
2018,,1422.0
2019,,1420.0
2020,,1418.0
2021,,1414.0
2022,,1411.0
2023,,1407.0
2024,,1403.0
2025,,1398.0
2026,,1393.0
2027,,1388.0
2028,,1382.0
2029,,1379.0
2030,,1376.0
2031,,1372.0
2032,,1367.0
2033,,1361.0
2034,,1356.0
2035,,1352.0
2036,,1349.0
2037,,1347.0
2038,,1346.0
2039,,1345.0
2040,,1343.0
