year,Base case diesel consumed,Modeled non-residential ashp
2017,2569.15765199,1798.41035562
2018,2569.15765199,1798.41035562
2019,2569.15765199,1798.41035562
2020,2569.15765199,1798.41035562
2021,2569.15765199,1798.41035562
2022,2569.15765199,1798.41035562
2023,2569.15765199,1798.41035562
2024,2569.15765199,1798.41035562
2025,2569.15765199,1798.41035562
2026,2569.15765199,1798.41035562
2027,2569.15765199,1798.41035562
2028,2569.15765199,1798.41035562
2029,2569.15765199,1798.41035562
2030,2569.15765199,1798.41035562
2031,2569.15765199,1798.41035562
