year,Base case diesel consumed,Modeled residential ashp
2017,8840.18315305,3873.56400354
2018,8840.18315305,3873.56400354
2019,8840.18315305,3873.56400354
2020,8840.18315305,3873.56400354
2021,8840.18315305,3873.56400354
2022,8840.18315305,3873.56400354
2023,8840.18315305,3873.56400354
2024,8840.18315305,3873.56400354
2025,8840.18315305,3873.56400354
2026,8840.18315305,3873.56400354
2027,8840.18315305,3873.56400354
2028,8840.18315305,3873.56400354
2029,6930.81428572,1964.19513621
2030,6930.81428572,1964.19513621
2031,6930.81428572,1964.19513621
