year,Base case cost,Modeled residential energy efficiency
2017,77138.015278,78145.0948024
2018,82978.3408757,82960.2710892
2019,91373.8089224,89882.0870014
2020,87572.9077191,85376.3956468
2021,90085.0330646,87407.9822528
2022,92094.733341,89033.2515376
2023,93434.5335252,90116.7643941
2024,94439.3836634,90929.3990365
2025,87226.3363531,83460.0643985
2026,88750.7350645,84664.1039502
2027,89970.2540336,85627.3355916
2028,91037.3331316,86470.1632778
2029,92409.2919718,87553.7988743
2030,84032.2729091,79016.6002317
2031,85543.7248208,80175.6570678
2032,86917.7720132,81229.3451006
2033,88291.8192056,82283.0331333
2034,89803.2711173,83442.0899694
2035,90765.104152,84179.6715923
2036,92276.5560637,85338.7284283
