year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,67363.3,43428.84,0.0,63278.05,33709.17
2018,0.0,75141.62,47081.46,0.0,67384.77,35896.88
2019,0.0,86322.97,52332.09,0.0,73288.17,39041.72
2020,0.0,91670.56,50146.05,0.0,76111.54,37426.86
2021,0.0,95316.65,51711.57,0.0,78036.56,38373.47
2022,0.0,98233.53,52963.98,0.0,79576.58,39130.75
2023,0.0,100178.11,53798.93,0.0,80603.26,39635.61
2024,0.0,101636.54,54425.13,0.0,81373.27,40014.25
2025,0.0,103581.13,50083.82,0.0,82399.95,37142.51
2026,0.0,106011.85,51029.74,0.0,83683.3,37721.0
2027,0.0,107956.43,51786.47,0.0,84709.98,38183.78
2028,0.0,109657.94,52448.62,0.0,85608.32,38588.72
2029,0.0,111845.6,53299.94,0.0,86763.34,39109.35
2030,0.0,113060.96,48215.37,0.0,87405.01,35816.9
2031,0.0,115734.76,49148.34,0.0,88816.7,36395.38
2032,,,49996.5,,,36921.27
2033,,,50844.65,,,37447.17
2034,,,51777.62,,,38025.65
2035,,,52371.33,,,38393.77
2036,,,53304.3,,,38972.25
