year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,897272.359694,663981.546173
2018,897272.359694,663981.546173
2019,897272.359694,663981.546173
2020,897272.359694,663981.546173
2021,897272.359694,663981.546173
2022,897272.359694,663981.546173
2023,897272.359694,663981.546173
2024,897272.359694,663981.546173
2025,897272.359694,663981.546173
2026,897272.359694,663981.546173
2027,897272.359694,663981.546173
2028,897272.359694,663981.546173
2029,897272.359694,663981.546173
2030,897272.359694,663981.546173
2031,897272.359694,663981.546173
