year,Base case cost,Modeled non-residential energy efficiency
2017,5847663.22043,5800819.92012
2018,6140330.16423,6092046.51886
2019,6542747.21195,6492483.09212
2020,6734809.89382,6683600.54754
2021,6862851.68173,6811012.18449
2022,6972601.78566,6920222.15901
2023,7036622.67961,6983927.97749
2024,7100643.57357,7047633.79596
2025,7164664.46753,7111339.61444
2026,7246977.04547,7193247.09533
2027,7320143.78142,7266053.74501
2028,7384164.67537,7329759.56349
2029,7466477.25332,7411667.04438
2030,7512206.46329,7457171.20044
2031,7603664.88322,7548179.51254
