year,Base case cost,Modeled solar power (pv)
2016,880636.790306,927688.819012
2017,1079022.00131,1122031.37274
2018,1233859.23917,1273531.32206
2019,1446760.44122,1482324.70906
2020,1548372.37856,1581490.31021
2021,1616113.67012,1647313.15517
2022,1674177.63432,1703634.93257
2023,1708048.2801,1736137.50857
2024,1741918.92588,1768671.54385
2025,1775789.57166,1801236.3641
2026,1819337.54481,1843377.23459
2027,1858046.85427,1880776.20009
2028,1891917.50005,1913431.04034
2029,1935465.4732,1955663.1541
2030,1959658.79162,1978824.77836
2031,2008045.42845,2025889.1288
2032,2051593.40159,2068206.90484
2033,2099980.03842,2115329.11197
2034,2148366.67525,2162479.61331
2035,2182237.32103,2195325.20034
