year,Base case cost,Modeled diesel efficiency
2019,1446760.44122,1696858.40848
2020,1548372.37856,1780288.63969
2021,1616113.67012,1833137.00578
2022,1674177.63432,1877392.51933
2023,1708048.2801,1899854.02679
2024,1741918.92588,1922510.76834
2025,1775789.57166,1945358.16822
2026,1819337.54481,1977189.3282
2027,1858046.85427,2004803.52893
2028,1891917.50005,2028196.50885
2029,1935465.4732,2060560.46186
2030,1959658.79162,2075498.61283
2031,2008045.42845,2112596.0593
2032,2051593.40159,2145456.21453
2033,2099980.03842,2182872.86373
2034,2148366.67525,2220443.52554
2035,2182237.32103,2244968.2347
2036,2235462.62155,2287234.96235
2037,2264494.60364,2307651.19955
2038,2317719.90416,2350201.4362
