year,Base case diesel consumed,Modeled wind power
2019,1321838.41599,966934.501403
2020,1321774.30522,966870.390633
2021,1321646.08369,966742.169094
2022,1321581.97292,966678.058324
2023,1321581.97292,966678.058324
2024,1321581.97292,966678.058324
2025,1321517.86215,966613.947554
2026,1321197.3083,966293.393705
2027,1320620.31137,965716.396777
2028,1319850.98213,964947.06754
2029,1319209.87443,964305.959842
2030,1318376.43443,963472.519834
2031,1317286.55134,962382.636748
2032,1315940.22517,961036.310582
2033,1314465.67747,959561.762877
2034,1312991.12976,958087.215172
2035,1311388.36052,956484.445927
2036,1309785.59127,954881.676682
2037,1308182.82203,953278.907438
2038,1306451.83124,951547.916653
