year,Base case diesel consumed,Modeled diesel efficiency
2019,1321838.41599,1201671.28727
2020,1321774.30522,1201613.00475
2021,1321646.08369,1201496.43971
2022,1321581.97292,1201438.1572
2023,1321581.97292,1201438.1572
2024,1321581.97292,1201438.1572
2025,1321517.86215,1201379.87468
2026,1321197.3083,1201088.46209
2027,1320620.31137,1200563.91943
2028,1319850.98213,1199864.52921
2029,1319209.87443,1199281.70403
2030,1318376.43443,1198524.0313
2031,1317286.55134,1197533.22849
2032,1315940.22517,1196309.29561
2033,1314465.67747,1194968.7977
2034,1312991.12976,1193628.29979
2035,1311388.36052,1192171.23684
2036,1309785.59127,1190714.17389
2037,1308182.82203,1189257.11094
2038,1306451.83124,1187683.48295
