year,Base case cost,Modeled biomass for heat (cordwood)
2017,909923.433464,1194309.19837
2018,995152.983464,1257329.20637
2019,1111949.03346,1343689.95808
2020,1171925.38346,1388037.37111
2021,1209805.18346,1416046.26356
2022,1241371.68346,1439387.00726
2023,1260311.58346,1453391.45349
2024,1279251.48346,1467395.89971
2025,1298191.38346,1481400.34593
2026,1323444.58346,1500072.94089
2027,1345541.13346,1516411.46149
2028,1364481.03346,1530415.90771
2029,1386577.58346,1546754.4283
2030,1402360.83346,1558424.80015
2031,1427614.03346,1577097.39512
2032,,
2033,,
2034,,
2035,,
2036,,
