year,Base case cost,Modeled biomass for heat (cordwood)
2017,336777.368361,400573.764002
2018,358136.768361,416367.182651
2019,388039.928361,438477.968759
2020,401567.548361,448480.467236
2021,410823.288361,455324.281984
2022,417943.088361,460588.754867
2023,422926.948361,464273.885885
2024,427198.828361,467432.569614
2025,432182.688361,471117.700632
2026,437878.528361,475329.278938
2027,442862.388361,479014.409956
2028,447134.268361,482173.093686
2029,452830.108361,486384.671992
2030,455678.028361,488490.461146
2031,462085.848361,493228.48674
2032,,
2033,,
2034,,
2035,,
2036,,
