year,Base case cost,Modeled non-residential energy efficiency
2017,497854.137852,548841.987059
2018,527697.929452,576470.210739
2019,569479.237692,615149.723889
2020,588380.305705,632647.598886
2021,601312.615398,644619.829147
2022,611260.545932,653829.23704
2023,618224.097305,660275.822565
2024,624192.855625,665801.467301
2025,631156.406998,672248.052826
2026,639114.751425,679615.579141
2027,646078.302798,686062.164666
2028,652047.061118,691587.809402
2029,660005.405545,698955.335716
2030,663984.577758,702639.098873
2031,672937.715238,710927.565977
