year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,37709.67,571747.95,587690.68,31741.3,133161.09,191333.42
2018,39929.37,604681.58,622711.6,33605.19,140693.59,203800.1
2019,43022.58,650788.67,676286.41,36193.79,151239.09,222609.14
2020,44466.29,671866.2,701816.28,37419.69,156059.9,231527.94
2021,45513.66,686357.0,734263.14,38341.12,159374.2,242030.3
2022,46350.94,698213.11,751957.06,39066.75,162085.9,248041.82
2023,46854.36,704799.83,771268.19,39524.74,163592.4,254169.33
2024,47340.72,711386.56,784235.79,39958.25,165098.9,258438.59
2025,47928.89,719290.63,805239.28,40484.94,166906.7,265167.97
2026,48651.6,728512.05,834538.1,41151.72,169015.8,274441.94
2027,49251.45,736416.12,856146.95,41695.09,170823.6,281368.43
2028,49757.89,743002.85,876625.57,42157.28,172330.1,287876.07
2029,50350.94,750906.92,891847.66,42690.84,174137.9,292930.22
2030,50771.33,756176.31,911304.15,43082.39,175343.1,299054.21
2031,51471.5,765397.72,935264.78,43716.68,177452.2,306797.27
2032,,,960993.44,,,315166.84
2033,,,985581.06,,,323114.04
2034,,,1011979.95,,,331701.83
2035,,,1032603.94,,,338205.95
2036,,,1059608.19,,,346990.84
