year,Base case cost,Modeled water and wastewater efficiency
2017,69450.9648404,80856.2863995
2018,73534.557066,83697.0103007
2019,79216.3732949,87649.0514768
2020,81885.9784207,89506.8845342
2021,83854.7749717,90878.744902
2022,85417.6926365,91967.2049942
2023,86379.0968946,92637.9167092
2024,87298.9705822,93279.1856337
2025,88413.8289324,94056.5124251
2026,89803.3191538,95026.3590543
2027,90946.5479505,95823.7950505
2028,91915.1667238,96499.6155544
2029,93041.7817061,97285.2716998
2030,93853.720686,97852.1869472
2031,95188.1738665,98783.0101602
