year,population
2003,667.0
2004,670.0
2005,680.0
2006,728.0
2007,713.0
2008,748.0
2009,701.0
2010,719.0
2011,712.0
2012,709.0
2013,707.0
2014,704.0
2015,699.0
2016,696.0
2017,693.0
2018,690.0
2019,688.0
2020,686.0
2021,684.0
2022,680.0
2023,674.0
2024,669.0
2025,664.0
2026,659.0
2027,653.0
2028,647.0
2029,644.0
2030,640.0
2031,635.0
2032,626.0
2033,616.0
2034,607.0
2035,597.0
2036,588.0
2037,579.0
2038,572.0
2039,563.0
2040,553.0
