year,Base case diesel consumed,Modeled non-residential ashp
2017,9317.06716283,-10937.4267099
2018,9317.06716283,-10937.4267099
2019,9317.06716283,-10937.4267099
2020,9317.06716283,-10937.4267099
2021,9317.06716283,-10937.4267099
2022,9317.06716283,-10937.4267099
2023,9317.06716283,-10937.4267099
2024,9317.06716283,-10937.4267099
2025,9317.06716283,-10937.4267099
2026,9317.06716283,-10937.4267099
2027,9317.06716283,-10937.4267099
2028,9317.06716283,-10937.4267099
2029,9317.06716283,-10937.4267099
2030,9317.06716283,-10937.4267099
2031,9317.06716283,-10937.4267099
