year,Base case diesel consumed,Modeled residential ashp
2017,3390.14313114,-18025.6299837
2018,3390.14313114,-18025.6299837
2019,3390.14313114,-18025.6299837
2020,3390.14313114,-18025.6299837
2021,3390.14313114,-18025.6299837
2022,3390.14313114,-18025.6299837
2023,3390.14313114,-18025.6299837
2024,3390.14313114,-18025.6299837
2025,3390.14313114,-18025.6299837
2026,3390.14313114,-18025.6299837
2027,3390.14313114,-18025.6299837
2028,3390.14313114,-18025.6299837
2029,3222.71698533,-18193.0561295
2030,3222.71698533,-18193.0561295
2031,3222.71698533,-18193.0561295
