year,Base case cost,Modeled non-residential energy efficiency
2017,19114039.9978,17190916.081
2018,20226543.0802,18089358.0688
2019,21766931.9635,19351383.9916
2020,22494337.825,19925579.2815
2021,22965012.206,20283233.1282
2022,23350109.4269,20569341.7374
2023,23649629.4875,20783882.507
2024,23863572.3879,20926833.3588
2025,24120303.8685,21106937.2519
2026,24462612.5092,21360427.9739
2027,24719343.9898,21542265.6129
2028,24933286.8902,21688684.929
2029,25232806.9509,21908430.8345
2030,25446749.8513,22056464.827
2031,25746269.912,22277787.564
