year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1765880.24636,1306751.3823
2018,1765880.24636,1306751.3823
2019,1765880.24636,1306751.3823
2020,1765880.24636,1306751.3823
2021,1765880.24636,1306751.3823
2022,1765880.24636,1306751.3823
2023,1765880.24636,1306751.3823
2024,1765880.24636,1306751.3823
2025,1765880.24636,1306751.3823
2026,1765880.24636,1306751.3823
2027,1765880.24636,1306751.3823
2028,1765880.24636,1306751.3823
2029,1765880.24636,1306751.3823
2030,1765880.24636,1306751.3823
2031,1765880.24636,1306751.3823
