year,Base case diesel consumed,Modeled residential ashp
2017,118200.350173,-677521.277149
2018,118346.310508,-677375.316815
2019,118492.270843,-677229.35648
2020,118492.270843,-677229.35648
2021,118492.270843,-677229.35648
2022,118200.350173,-677521.277149
2023,117908.429504,-677813.197818
2024,117470.5485,-678251.078822
2025,116886.707162,-678834.920161
2026,116594.786492,-679126.84083
2027,116010.945154,-679710.682169
2028,115427.103815,-680294.523507
2029,114697.302142,-681024.325181
2030,113967.500469,-681754.126854
2031,113237.698795,-682483.928527
