year,Base case cost,Modeled transmission and interties
2021,15620316.1267,
2022,16138716.949,
2023,16541820.9323,
2024,16829265.4042,
2025,17174316.4489,
2026,17634983.8899,
2027,17979976.6026,
2028,18267313.2873,
2029,18669459.8663,
2030,18956317.2148,
2031,19358790.9598,
2032,19818405.8902,
2033,20278406.3185,
2034,20795514.962,
2035,21082149.1275,
2036,21599611.5667,
2037,21885678.8982,
2038,22344953.9818,
2039,22746581.9139,
2040,23321417.5982,
