year,Base case cost,Modeled diesel efficiency
2019,7003204.46273,7955036.90533
2020,7493140.5774,8363203.20007
2021,7810158.06337,8615043.32298
2022,8069358.47451,8815174.59986
2023,8270910.46616,8963730.38357
2024,8414632.70212,9060526.31568
2025,8587158.22443,9184300.66265
2026,8817491.94497,9361402.92706
2027,8989988.30132,9486682.61347
2028,9133656.64367,9586494.11859
2029,9334729.93316,9739213.72458
2030,9478158.60741,9840233.9995
2031,9679395.47989,9994495.52928
2032,9909202.94509,10175402.5378
2033,10139203.1592,10357141.2296
2034,10397757.481,10565479.2743
2035,10541074.5637,10669682.2385
2036,10799805.7834,10879418.5199
2037,10942839.4491,10984572.2511
2038,11172476.9909,11169039.8313
