year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,30121.8139449,22290.1423192
2018,30121.8139449,22290.1423192
2019,30121.8139449,22290.1423192
2020,30121.8139449,22290.1423192
2021,30121.8139449,22290.1423192
2022,30121.8139449,22290.1423192
2023,30121.8139449,22290.1423192
2024,30121.8139449,22290.1423192
2025,30121.8139449,22290.1423192
2026,30121.8139449,22290.1423192
2027,30121.8139449,22290.1423192
2028,30121.8139449,22290.1423192
2029,30121.8139449,22290.1423192
2030,30121.8139449,22290.1423192
2031,30121.8139449,22290.1423192
