year,Base case cost,Modeled water and wastewater efficiency
2017,56667.0022138,43829.6920248
2018,60933.2469729,46824.4649528
2019,66904.5399029,51016.1103023
2020,69584.7026077,52897.4852147
2021,71531.6977723,54264.1840337
2022,72990.3343291,55288.0646951
2023,73960.6135161,55969.1280402
2024,74808.7096417,56564.4210214
2025,75777.0609267,57244.1164303
2026,76865.4872212,58008.0869235
2027,77951.4254064,58770.2919841
2028,78671.1907377,59275.451981
2029,79879.3270357,60123.4429225
2030,80476.7525368,60542.7231775
2031,81680.6304293,61387.6948869
