year,Base case cost,Modeled non-residential energy efficiency
2017,234650.883189,239972.933725
2018,252994.506454,256288.30001
2019,278675.579026,279129.81281
2020,290205.856507,289385.185903
2021,298591.512857,296843.639062
2022,304880.755119,302437.478931
2023,309073.583294,306166.705511
2024,312742.307947,309429.778768
2025,316935.136122,313159.005347
2026,321652.067819,317354.385249
2027,326368.999515,321549.765151
2028,329513.620647,324346.685086
2029,334754.655865,329008.21831
2030,337375.173475,331338.984922
2031,342616.208693,336000.518147
