year,Base case diesel consumed,Modeled non-residential ashp
2017,30121.8139449,21085.2697614
2018,30121.8139449,21085.2697614
2019,30121.8139449,21085.2697614
2020,30121.8139449,21085.2697614
2021,30121.8139449,21085.2697614
2022,30121.8139449,21085.2697614
2023,30121.8139449,21085.2697614
2024,30121.8139449,21085.2697614
2025,30121.8139449,21085.2697614
2026,30121.8139449,21085.2697614
2027,30121.8139449,21085.2697614
2028,30121.8139449,21085.2697614
2029,30121.8139449,21085.2697614
2030,30121.8139449,21085.2697614
2031,30121.8139449,21085.2697614
