year,Base case cost,Modeled diesel efficiency
2019,154680.825754,313133.211168
2020,163612.526979,321252.939554
2021,170108.309688,327158.196562
2022,174541.599986,331188.460469
2023,177781.351262,334133.688902
2024,180616.133628,336710.763781
2025,183393.935444,339236.038159
2026,186558.390993,342112.815931
2027,190184.796002,345409.547757
2028,192116.029645,347165.214706
2029,195638.648652,350367.595621
2030,197141.51066,351733.83381
2031,200628.516823,354903.839412
2032,204095.172789,358055.344836
2033,207009.320922,360704.570411
2034,210819.895208,364168.728854
2035,212482.506259,365680.193445
2036,215849.446263,368741.047994
2037,218023.864754,370717.792077
2038,221742.863156,374098.699715
