year,Base case diesel consumed,Modeled residential ashp
2017,52156.9645569,3820.05329172
2018,53497.7192236,5160.80795838
2019,53497.7192236,5160.80795838
2020,54838.4738902,6501.56262505
2021,56179.2285569,7842.31729171
2022,57519.9832236,9183.07195837
2023,57519.9832236,9183.07195837
2024,58860.7378902,10523.826625
2025,60201.4925569,11864.5812917
2026,60201.4925569,11864.5812917
2027,61542.2472235,13205.3359584
2028,62883.0018902,14546.090625
2029,64223.7565569,15886.8452917
2030,64223.7565569,15886.8452917
2031,65564.5112235,17227.5999584
