year,Base case cost,Modeled non-residential energy efficiency
2017,467414.931366,478248.282964
2018,490918.373238,498457.189274
2019,522256.295734,525898.28172
2020,537054.759134,538172.010711
2021,547500.7333,546477.023679
2022,555335.213923,552412.505771
2023,560558.201006,555977.745921
2024,564910.690242,558771.963014
2025,570133.677324,562394.392207
2026,576227.162254,566844.371259
2027,581450.149336,570521.340176
2028,585802.638572,573424.667393
2029,591896.123502,577953.606082
2030,595378.11489,580107.770728
2031,602342.097667,585486.269652
