year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42854.66,280991.72,234534.66,16113.97,186423.21,147569.18
2018,45240.72,297169.73,253950.1,16816.44,193748.64,156631.0
2019,48434.88,318740.41,271798.71,17739.1,203515.89,164527.07
2020,49889.95,328926.56,287250.25,18217.88,208128.2,171761.1
2021,50887.36,336116.79,300521.02,18579.46,211383.94,178008.12
2022,51609.53,341509.46,312490.8,18871.26,213825.76,183665.68
2023,52058.49,345104.57,315689.23,19091.93,215453.63,185063.94
2024,52414.38,348100.5,325775.23,19290.34,216810.19,189880.71
2025,52859.18,351695.61,336543.41,19513.56,218438.06,194985.36
2026,53391.67,355889.91,340448.87,19762.46,220337.25,196680.64
2027,53834.26,359485.02,351453.13,19986.58,221965.12,201872.11
2028,54186.68,362480.95,362023.73,20186.24,223321.69,206867.09
2029,54702.96,366675.25,373908.99,20446.82,225220.87,212419.55
2030,54952.67,369071.99,376289.78,20631.81,226306.12,213443.11
2031,55561.84,373865.48,389006.32,20913.21,228476.62,219338.28
2032,,,401301.62,,,225041.53
2033,,,406262.02,,,227161.77
2034,,,419463.15,,,233235.15
2035,,,430928.39,,,238559.14
2036,,,436087.6,,,240752.49
