year,Base case cost,Modeled residential energy efficiency
2017,382103.840313,375425.09031
2018,410581.102354,398379.118345
2019,436325.781656,417304.182155
2020,459011.347389,436017.423926
2021,478529.144268,452337.11353
2022,496156.476861,467243.719166
2023,500753.167532,469596.282139
2024,515655.940552,482434.727409
2025,531528.769209,496126.24683
2026,537129.505604,499427.965074
2027,553325.240092,513502.298683
2028,568890.819818,527123.401069
2029,586328.530641,542348.825793
2030,589732.891963,544012.522053
2031,608344.598948,560318.410995
2032,626343.146215,576185.447686
2033,633423.789558,581012.235204
2034,652698.303249,598057.964388
2035,669487.526123,613086.941293
2036,676840.090165,618259.114418
