year,Base case diesel consumed,Modeled diesel efficiency
2019,45259.5364537,41145.0331397
2020,45564.1688278,41421.9716616
2021,45868.8012019,41698.9101835
2022,46097.2754825,41906.614075
2023,46401.9078566,42183.5525969
2024,46706.5402307,42460.4911188
2025,46935.0145113,42668.1950103
2026,47239.6468854,42945.1335322
2027,47544.2792595,43222.0720541
2028,47772.7535401,43429.7759455
2029,48077.3859142,43706.7144674
2030,48382.0182883,43983.6529894
2031,48686.6506624,44260.5915113
2032,48915.124943,44468.2954027
2033,49143.5992236,44675.9992942
2034,49372.0735042,44883.7031856
2035,49676.7058783,45160.6417075
2036,49905.1801588,45368.3455989
2037,50209.8125329,45645.2841209
2038,50438.2868135,45852.9880123
