year,annotation,Average Load
2003,,66.0
2004,,62.0
2005,,61.0
2006,,57.0
2007,,55.0
2008,,57.0
2009,,59.0
2010,,62.0
2011,,61.0
2012,,64.0
2013,,62.0
2014,,64.0
2015,,63.0
2016,start of forecast,66.0
2017,,67.0
2018,,67.0
2019,,67.0
2020,,68.0
2021,,68.0
2022,,69.0
2023,,69.0
2024,,69.0
2025,,70.0
2026,,70.0
2027,,70.0
2028,,71.0
2029,,71.0
2030,,72.0
2031,,72.0
2032,,72.0
2033,,73.0
2034,,73.0
2035,,73.0
2036,,74.0
2037,,74.0
2038,,74.0
2039,,75.0
2040,,75.0
