year,Base case cost,Modeled water and wastewater efficiency
2017,58968.6251555,49956.7472098
2018,62057.1633259,51799.8004943
2019,66173.9764381,54338.7527376
2020,68107.830945,55419.7664819
2021,69466.8271226,56120.6503251
2022,70480.7843974,56595.403273
2023,71150.4149717,56844.2357452
2024,71704.7201119,57020.7669599
2025,72372.7371293,57278.4642512
2026,73154.1329996,57617.0861971
2027,73820.8388824,57883.2321563
2028,74372.9207524,58076.8711402
2029,75149.78038,58427.0476127
2030,75584.4750197,58551.4960241
2031,76475.0592713,58986.0540351
