year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,6895.62,239976.38,402959.89,111.07,177409.69,200942.51
2018,7388.3,259555.78,414643.23,57.04,185025.86,206441.04
2019,8070.3,285886.69,431937.62,5.68,195268.3,214567.9
2020,8357.06,298714.57,443780.75,-53.53,200258.2,220050.99
2021,8519.98,307491.55,444107.11,-118.62,203672.35,220359.46
2022,8623.5,314243.06,450233.07,-184.43,206298.61,223200.9
2023,8664.46,318969.12,446562.03,-253.89,208137.0,221671.31
2024,8668.77,322344.88,441558.53,-321.98,209450.13,219529.04
2025,8706.94,327070.94,445696.52,-392.08,211288.51,221455.89
2026,8779.31,333147.31,442832.31,-463.62,213652.15,220321.45
2027,8809.74,337873.37,438635.64,-537.89,215490.54,218574.31
2028,8803.79,341249.13,441484.07,-611.06,216803.67,219906.24
2029,8882.73,346650.34,437642.54,-661.68,218904.68,218336.69
2030,8899.84,350026.1,440437.33,-716.76,220217.82,219646.42
2031,8973.09,356102.46,436918.76,-783.94,222581.45,218241.15
2032,,,441304.62,,,220301.19
2033,,,437507.14,,,218780.48
2034,,,434043.34,,,217428.49
2035,,,436677.23,,,218671.62
2036,,,432945.25,,,217208.63
