year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,34154.0,27526.2574057
2018,34393.0,27765.2574057
2019,34394.0,27766.2574057
2020,34394.0,27766.2574057
2021,34394.0,27766.2574057
2022,34394.0,27766.2574057
2023,34393.0,27765.2574057
2024,34154.0,27526.2574057
2025,34153.0,27525.2574057
2026,34152.0,27524.2574057
2027,34151.0,27523.2574057
2028,34150.0,27522.2574057
2029,33907.0,27279.2574057
2030,33904.0,27276.2574057
2031,33664.0,27036.2574057
2032,33663.0,27035.2574057
2033,33663.0,27035.2574057
2034,33664.0,27036.2574057
2035,33663.0,27035.2574057
2036,33661.0,27033.2574057
