year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,10703.42,59193.73,15472.38,15215.47,114206.69,44495.15
2018,11957.4,66060.93,17539.71,15349.47,115175.82,46742.42
2019,13626.27,75217.19,19067.28,15523.17,116467.99,47266.83
2020,14461.17,79795.32,19831.07,15610.42,117114.08,47529.04
2021,15018.38,82847.41,20340.26,15669.19,117544.81,47703.84
2022,15480.68,85390.81,20764.59,15715.93,117903.74,47849.51
2023,15756.44,86916.86,21019.19,15742.32,118119.11,47936.91
2024,15983.89,88188.56,20037.76,15761.95,118298.58,46089.36
2025,16303.8,89968.94,20318.09,15791.11,118549.83,46187.25
2026,16670.03,92003.67,20638.46,15825.24,118836.98,46299.12
2027,16944.81,93529.71,20878.75,15851.04,119052.34,46383.03
2028,17219.73,95055.76,21119.03,15877.06,119267.71,46466.93
2029,17528.46,96836.14,20124.66,15896.16,119518.96,44624.62
2030,17700.79,97853.5,20275.31,15903.45,119662.54,44678.23
2031,18060.7,99888.23,19273.27,15932.71,119949.69,42838.25
2032,18475.12,102177.29,19590.76,15974.57,120272.73,42953.62
2033,18845.5,104212.02,19872.97,16013.6,120559.88,43056.17
2034,19261.41,106501.08,20190.45,16056.8,120882.93,43171.54
2035,19489.69,107772.79,20366.83,16078.41,121062.39,43235.64
2036,19898.18,110061.85,20684.32,16115.37,121385.44,43351.01
2037,20118.17,111333.55,19450.02,16130.19,121564.91,41441.69
2038,20523.67,113622.62,19746.04,16165.13,121887.95,41551.81
2039,20840.94,115403.0,19976.28,16194.01,122139.21,41637.47
2040,21299.35,117946.41,20305.18,16239.59,122498.14,41759.83
