year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,21996800,6282806
2004,,0,0,0,0,23326170,3594576
2005,,0,0,0,0,23282381,4609680
2006,,0,0,0,0,24537927,3611224
2007,,0,0,0,0,27249469,2063646
2008,,0,0,0,0,22026020,7664656
2009,,0,0,0,0,24751287,3964668
2010,,0,0,0,0,26579693,2116731
2011,,0,0,0,0,24240245,6019552
2012,,0,0,0,0,40906360,3891937
2013,,0,0,0,0,26255372,4123524
2014,start of forecast,0,0,0,0,29847000,0
2015,,0,0,0,0,29841000,0
2016,,0,0,0,0,29755239,77761
2017,,0,0,0,0,29825000,0
2018,,0,0,0,0,29819000,0
2019,,0,0,0,0,29817000,0
2020,,0,0,0,0,29816000,0
2021,,0,0,0,0,29814000,0
2022,,0,0,0,0,29815000,0
2023,,0,0,0,0,29818000,0
2024,,0,0,0,0,29823000,0
2025,,0,0,0,0,29828000,0
2026,,0,0,0,0,29833000,0
2027,,0,0,0,0,29836000,0
2028,,0,0,0,0,29839000,0
2029,,0,0,0,0,29855000,0
2030,,0,0,0,0,29869000,0
2031,,0,0,0,0,29879000,0
2032,,0,0,0,0,29880000,0
2033,,0,0,0,0,29879000,0
2034,,0,0,0,0,29879000,0
2035,,0,0,0,0,29881000,0
2036,,0,0,0,0,29888000,0
2037,,0,0,0,0,29898000,0
2038,,0,0,0,0,29907000,0
2039,,0,0,0,0,29912000,0
2040,,0,0,0,0,29914000,0
