year,Base case cost,Modeled water and wastewater efficiency
2017,25918.8864525,21151.4756649
2018,27306.8658803,22001.8435701
2019,29149.4416571,23153.1979612
2020,30071.5959261,23699.1264438
2021,30687.5715391,24044.6478697
2022,31196.6049076,24320.8777327
2023,31498.7544415,24461.9882954
2024,31745.8317017,24567.9835139
2025,32094.9052892,24742.555452
2026,32495.2676369,24952.2563214
2027,32795.8528599,25097.5340705
2028,33096.7878975,25244.2953052
2029,33424.6199099,25409.0538279
2030,33604.2392267,25477.4708303
2031,33993.4093895,25685.4421954
