year,Base case diesel consumed,Modeled residential energy efficiency
2017,4004.71670732,2927.38786134
2018,4243.26667589,3165.93782991
2019,4243.26667589,3165.93782991
2020,4243.26667589,3165.93782991
2021,4243.26667589,3165.93782991
2022,4243.26667589,3165.93782991
2023,4243.26667589,3165.93782991
2024,4004.71670732,2927.38786134
2025,4004.71670732,2927.38786134
2026,4004.71670732,2927.38786134
2027,4004.71670732,2927.38786134
2028,4004.71670732,2927.38786134
2029,3766.16673874,2688.83789276
2030,3766.16673874,2688.83789276
2031,3527.61677016,2450.28792419
2032,3527.61677016,2450.28792419
2033,3527.61677016,2450.28792419
2034,3527.61677016,2450.28792419
2035,3527.61677016,2450.28792419
2036,3527.61677016,2450.28792419
