year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,25434.0612679,18821.2053382
2018,25434.0612679,18821.2053382
2019,25434.0612679,18821.2053382
2020,25434.0612679,18821.2053382
2021,25434.0612679,18821.2053382
2022,25434.0612679,18821.2053382
2023,25434.0612679,18821.2053382
2024,25434.0612679,18821.2053382
2025,25434.0612679,18821.2053382
2026,25434.0612679,18821.2053382
2027,25434.0612679,18821.2053382
2028,25434.0612679,18821.2053382
2029,25434.0612679,18821.2053382
2030,25434.0612679,18821.2053382
2031,25434.0612679,18821.2053382
