year,Base case cost,Modeled biomass for heat (cordwood)
2017,78940.9331876,95893.7942338
2018,88779.4494367,103593.075472
2019,101163.87076,113249.962089
2020,107354.79076,117914.346065
2021,111482.07076,120920.571997
2022,114921.47076,123379.106959
2023,116981.709437,124731.045554
2024,117876.493188,124991.087168
2025,120263.751864,126618.15874
2026,122992.390541,128527.276133
2027,125037.849218,129892.548888
2028,127083.187895,131264.323239
2029,128552.396353,132000.156344
2030,129897.182383,132816.714147
2031,131670.784811,133803.145482
2032,134696.543488,135981.477945
2033,137389.583488,137899.250315
2034,140423.424811,140097.289901
2035,142102.403488,141211.185252
2036,145123.450841,143407.51683
