year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30881.17,637528.69,458632.15,39586.13,563913.83,188048.82
2018,34575.81,713300.55,520788.77,39618.34,563913.83,190384.83
2019,39668.42,817813.45,601478.57,39649.01,563913.83,191552.84
2020,41977.39,864844.25,645340.1,39679.28,563913.83,193888.85
2021,43654.65,898810.94,680321.63,39709.32,563913.83,196224.86
2022,44951.66,924939.17,705056.4,39737.89,563913.83,197392.86
2023,45868.59,943228.93,729110.24,39765.97,563913.83,199728.87
2024,46530.94,956293.04,744334.77,39792.68,563913.83,200896.88
2025,47449.97,974582.8,769018.86,39820.87,563913.83,203232.89
2026,48496.47,995485.38,790848.69,39848.19,563913.83,204400.89
2027,49290.7,1011162.31,814143.33,39876.68,563913.83,206736.9
2028,50085.68,1026839.25,832269.91,39904.99,563913.83,207904.91
2029,51131.24,1047741.83,860444.28,39928.42,563913.83,210240.92
2030,51668.58,1058193.12,874699.54,39952.79,563913.83,211408.92
2031,52718.71,1079095.7,897761.86,39978.61,563913.83,212576.93
2032,53902.04,1102611.1,929146.41,40008.15,563913.83,214912.94
2033,54960.31,1123513.68,958805.37,40038.78,563913.83,217248.95
2034,56147.81,1147029.08,985021.85,40069.37,563913.83,218416.95
2035,56824.3,1160093.19,1008677.75,40099.49,563913.83,220752.96
2036,58012.28,1183608.6,1041812.99,40128.31,563913.83,223088.97
2037,58687.5,1196672.71,1059726.59,40155.86,563913.83,224256.98
2038,59877.76,1220188.11,1093632.14,40184.5,563913.83,226592.99
2039,60814.68,1238477.87,1116663.57,40214.53,563913.83,227760.99
2040,62139.89,1264606.09,1153779.29,40246.04,563913.83,230097.01
