year,annotation,line losses
2002,,0.08
2003,,0.13
2004,,0.11
2005,,0.17
2006,,0.16
2007,,
2008,,
2009,,0.07
2010,,0.18
2011,,0.24
2012,,0.2
2013,,0.12
2014,start of forecast,0.19
2015,,0.19
2016,,0.19
2017,,0.19
2018,,0.19
2019,,0.19
2020,,0.19
2021,,0.19
2022,,0.19
2023,,0.19
2024,,0.19
2025,,0.19
2026,,0.19
2027,,0.19
2028,,0.19
2029,,0.19
2030,,0.19
2031,,0.19
2032,,0.19
2033,,0.19
2034,,0.19
2035,,0.19
2036,,0.19
2037,,0.19
2038,,0.19
2039,,0.19
2040,,0.19
