year,Base case cost,Modeled transmission and interties
2021,1755181.14677,
2022,1816822.48917,
2023,1863576.96525,
2024,1899563.55758,
2025,1947082.5695,
2026,1999714.09479,
2027,2042814.1627,
2028,2086274.18434,
2029,2138424.3081,
2030,2170125.84165,
2031,2224474.46322,
2032,2285916.80682,
2033,2343093.8452,
2034,2406267.18574,
2035,2447966.21429,
2036,2511175.40388,
2037,2552295.72636,
2038,2616458.208,
2039,2670588.80883,
2040,2743218.98218,
