year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,5417246
2004,,0,0,0,0,0,5152986
2005,,0,0,0,0,0,5372490
2006,,0,0,0,0,0,5856453
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,6265027
2010,,0,0,0,0,0,6276643
2011,,0,0,0,0,0,6210600
2012,,0,0,0,0,0,6803947
2013,,0,0,0,0,0,6670380
2014,start of forecast,0,0,0,0,0,6651000
2015,,0,0,0,0,0,6700000
2016,,0,0,0,0,0,6749000
2017,,0,0,0,0,0,6797000
2018,,0,0,0,0,0,6843000
2019,,0,0,0,0,0,6887000
2020,,0,0,0,0,0,6931000
2021,,0,0,0,0,0,6974000
2022,,0,0,0,0,0,7015000
2023,,0,0,0,0,0,7056000
2024,,0,0,0,0,0,7094000
2025,,0,0,0,0,0,7135000
2026,,0,0,0,0,0,7174000
2027,,0,0,0,0,0,7215000
2028,,0,0,0,0,0,7256000
2029,,0,0,0,0,0,7289000
2030,,0,0,0,0,0,7324000
2031,,0,0,0,0,0,7362000
2032,,0,0,0,0,0,7404000
2033,,0,0,0,0,0,7448000
2034,,0,0,0,0,0,7492000
2035,,0,0,0,0,0,7536000
2036,,0,0,0,0,0,7577000
2037,,0,0,0,0,0,7617000
2038,,0,0,0,0,0,7658000
2039,,0,0,0,0,0,7701000
2040,,0,0,0,0,0,7747000
