year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,261282.250918,193348.865679
2018,261282.250918,193348.865679
2019,261282.250918,193348.865679
2020,261282.250918,193348.865679
2021,261282.250918,193348.865679
2022,261282.250918,193348.865679
2023,261282.250918,193348.865679
2024,261282.250918,193348.865679
2025,261282.250918,193348.865679
2026,261282.250918,193348.865679
2027,261282.250918,193348.865679
2028,261282.250918,193348.865679
2029,261282.250918,193348.865679
2030,261282.250918,193348.865679
2031,261282.250918,193348.865679
