year,Base case cost,Modeled solar power (pv)
2016,90529.9276632,94872.3707476
2017,108355.079297,112444.625209
2018,121085.473097,125002.861686
2019,139350.820723,143022.917251
2020,148206.746845,151775.796806
2021,154950.846624,158449.788443
2022,159654.628693,163109.449121
2023,163061.968556,166491.912696
2024,165953.889062,169371.666274
2025,169391.875482,172785.756847
2026,173648.960774,177013.488889
2027,177120.379801,180462.111255
2028,180912.194645,184237.535492
2029,184869.315158,188166.991319
2030,187434.339062,190728.134815
2031,192270.922875,195532.300484
2032,196284.693082,199520.030806
2033,201177.92659,204382.138646
2034,206104.592706,209278.335561
2035,209691.16849,212851.797185
