year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,42998.05,5829.66,35891.04,70599.14
2018,43090.92,5802.36,35891.04,71680.15
2019,43276.65,5774.86,35891.04,72761.17
2020,43462.39,5725.65,35891.04,73842.18
2021,43648.13,5697.57,35891.04,74923.19
2022,43740.99,5670.31,35891.04,76004.21
2023,43833.86,5643.91,35891.04,76004.21
2024,44019.6,5613.72,35891.04,77085.22
2025,44112.47,5583.41,35891.04,78166.23
2026,44298.2,5552.48,35891.04,79247.24
2027,44391.07,5519.56,35891.04,80328.26
2028,44669.68,5474.36,35891.04,81409.27
2029,44762.55,5440.38,35891.04,83571.3
2030,44948.28,5405.81,35891.04,84652.31
2031,45134.02,5371.17,35891.04,85733.32
2032,45226.89,,,86814.33
2033,45412.62,,,87895.35
2034,45598.36,,,88976.36
2035,45784.1,,,90057.37
2036,45969.83,,,91138.39
