year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35891.0352188,26572.7660619
2018,35891.0352188,26572.7660619
2019,35891.0352188,26572.7660619
2020,35891.0352188,26572.7660619
2021,35891.0352188,26572.7660619
2022,35891.0352188,26572.7660619
2023,35891.0352188,26572.7660619
2024,35891.0352188,26572.7660619
2025,35891.0352188,26572.7660619
2026,35891.0352188,26572.7660619
2027,35891.0352188,26572.7660619
2028,35891.0352188,26572.7660619
2029,35891.0352188,26572.7660619
2030,35891.0352188,26572.7660619
2031,35891.0352188,26572.7660619
