year,Base case diesel consumed,Modeled residential ashp
2017,8663.22858714,-18903.1356037
2018,8663.22858714,-18903.1356037
2019,8663.22858714,-18903.1356037
2020,8663.22858714,-18903.1356037
2021,8663.22858714,-18903.1356037
2022,8663.22858714,-18903.1356037
2023,8663.22858714,-18903.1356037
2024,8881.822227,-18684.5419638
2025,8881.822227,-18684.5419638
2026,8881.822227,-18684.5419638
2027,8881.822227,-18684.5419638
2028,8881.822227,-18684.5419638
2029,8881.822227,-18684.5419638
2030,9100.41586686,-18465.948324
2031,9100.41586686,-18465.948324
