year,Base case cost,Modeled non-residential energy efficiency
2017,422832.985599,408826.846009
2018,446326.452114,429280.000635
2019,476532.337632,455832.506506
2020,490628.417541,467811.997213
2021,500697.046047,476161.982799
2022,507409.465052,481490.027588
2023,512779.400255,485619.700917
2024,516806.851658,488550.589662
2025,521505.54496,492106.282765
2026,527546.722064,496894.383755
2027,532245.415367,500482.518235
2028,536272.86677,503478.307934
2029,541642.801973,507705.378337
2030,544999.011475,510123.383996
2031,550368.946678,514379.959637
