year,Base case cost,Modeled water and wastewater efficiency
2017,71671.139838,54205.6021059
2018,75917.5171576,56913.5838043
2019,81376.7321408,60436.8930537
2020,83923.3219513,62013.498381
2021,85741.6735253,63105.6399129
2022,86953.7564547,63794.5741603
2023,87923.3411887,64323.9313939
2024,88650.0419526,64693.6171859
2025,89497.6114052,65147.2059796
2026,90586.5490807,65765.7295018
2027,91432.6854361,66224.3726026
2028,92157.037756,66604.2590622
2029,93123.7685073,67148.9822039
2030,93725.3549947,67452.300239
2031,94690.8716833,68001.5513078
