year,Base case cost,Modeled residential energy efficiency
2017,445794.218108,421060.313537
2018,465185.942346,435477.42727
2019,490118.159224,454444.312387
2020,501753.193768,462601.972149
2021,510063.932727,468080.487897
2022,515604.425367,471330.842692
2023,520036.819478,473707.462125
2024,535736.950055,487585.485202
2025,539706.835599,489659.241252
2026,544810.974156,492690.228168
2027,548780.859699,494818.638063
2028,552183.618737,496508.627951
2029,556720.630787,499153.949743
2030,572481.342488,513355.129212
2031,577122.972477,516154.776288
