year,Base case cost,Modeled residential energy efficiency
2017,253852.444698,249344.946076
2018,267907.692797,259746.187052
2019,288053.548406,274654.63245
2020,297423.713805,281588.7931
2021,296192.032207,278530.10794
2022,300746.200974,281866.274333
2023,304389.535987,284535.207447
2024,307122.037248,286536.907282
2025,301644.816545,280207.084918
2026,306068.07138,283412.337378
2027,309164.349764,285656.0141
2028,302852.06178,278612.924692
2029,306715.168592,281379.829366
2030,299711.818653,273767.47824
2031,303457.102925,276416.560375
2032,307618.529894,279359.984969
2033,311363.814166,282009.067104
2034,315941.383832,285246.834158
2035,308699.606927,277274.255828
2036,312730.119963,280086.76649
