year,Base case cost,Modeled non-residential energy efficiency
2017,282835.439616,339350.871174
2018,301184.946143,357390.659604
2019,327485.905498,383247.689688
2020,339718.909849,395274.215309
2021,348893.663112,404294.109524
2022,355010.165288,410307.372334
2023,359903.367028,415117.982583
2024,363573.268333,418725.940269
2025,367854.819856,422935.224236
2026,373971.322032,428948.487046
2027,378252.873555,433157.771013
2028,381922.77486,436765.728699
2029,387427.626818,442177.665228
2030,390485.877906,445184.296634
2031,395990.729864,450596.233163
