year,Base case cost,Modeled water and wastewater efficiency
2017,29267.7672907,25099.7143277
2018,30926.0774792,26191.5797304
2019,33300.578014,27754.9468179
2020,34398.527794,28477.5944768
2021,35219.624554,29017.947462
2022,35761.8610248,29374.5941067
2023,36193.3403028,29658.3117706
2024,36512.753094,29868.1839945
2025,36887.157709,30114.2684477
2026,37426.5829441,30469.007896
2027,37800.6621567,30714.8882979
2028,38119.6017451,30924.4694283
2029,38595.9575575,31237.4298027
2030,38853.4753988,31406.3592958
2031,39335.4492914,31723.2495346
