year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,57194.2769349,42323.7649318
2018,57194.2769349,42323.7649318
2019,57194.2769349,42323.7649318
2020,57194.2769349,42323.7649318
2021,57194.2769349,42323.7649318
2022,57194.2769349,42323.7649318
2023,57194.2769349,42323.7649318
2024,57194.2769349,42323.7649318
2025,57194.2769349,42323.7649318
2026,57194.2769349,42323.7649318
2027,57194.2769349,42323.7649318
2028,57194.2769349,42323.7649318
2029,57194.2769349,42323.7649318
2030,57194.2769349,42323.7649318
2031,57194.2769349,42323.7649318
