year,Base case cost,Modeled diesel efficiency
2019,152149.062325,322357.325814
2020,162642.101106,331896.451978
2021,170511.880192,339050.796602
2022,175758.399583,343820.359684
2023,179955.615095,347636.01015
2024,183103.52673,350497.747999
2025,186776.090303,353836.442157
2026,192022.609693,358606.005239
2027,195695.173267,361944.699397
2028,198843.084901,364806.437246
2029,203564.952353,369099.04402
2030,206188.212048,371483.825561
2031,210910.079499,375776.432335
2032,214030.179481,378612.886864
2033,215004.993722,379499.081628
2034,216825.408773,381154.004402
2035,215601.836706,380041.666159
2036,216192.526669,380578.657035
2037,214299.154375,378857.409495
2038,215404.061048,379861.870107
