year,Base case cost,Modeled solar power (pv)
2016,92863.3932124,98936.425773
2017,113849.470775,119640.280624
2018,129589.028946,135174.796531
2019,152149.062325,157439.56905
2020,162642.101106,167806.462637
2021,170511.880192,175587.675124
2022,175758.399583,180782.329914
2023,179955.615095,184942.602867
2024,183103.52673,188068.146991
2025,186776.090303,191711.992688
2026,192022.609693,196909.988939
2027,195695.173267,200555.217957
2028,198843.084901,203683.089768
2029,203564.952353,208365.466128
2030,206188.212048,210976.393886
2031,210910.079499,215660.137792
2032,214030.179481,218736.403817
2033,215004.993722,219674.687946
2034,216825.408773,221446.562782
2035,215601.836706,220207.059229
