year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5072.05017548,3296.83261406
2018,5071.03940966,3296.17561628
2019,5069.40418613,3295.11272099
2020,5067.7849958,3294.06024727
2021,5066.30262743,3293.09670783
2022,5064.63482468,3292.01263604
2023,5063.01965614,3290.96277649
2024,5061.26261816,3289.8207018
2025,5059.48862925,3288.66760902
2026,5057.62238203,3287.45454832
2027,5055.88588488,3286.32582517
2028,5054.20377642,3285.23245467
2029,5051.4700094,3283.45550611
2030,5049.07150882,3281.89648073
2031,5047.16296528,3280.65592743
